,Country,Time,PopMale,PopFemale,PopTotal,PopDensity
2613,ESCAP: Pacific island dev. econ.,2014,"5651,85","5,449,277","11,101,127",20.531
2614,ESCAP: Pacific island dev. econ.,2015,"5,753,189","5,544,969","11,298,158",20.895
2615,ESCAP: Pacific island dev. econ.,2016,"5,856,978","5,643,304","11,500,282",21.269
2616,ESCAP: Pacific island dev. econ.,2017,"5,962,814","5,743,826","11706,64",21.651
2617,ESCAP: Pacific island dev. econ.,2018,"6,070,335","5,846,233","11,916,568",22.039
2618,ESCAP: Pacific island dev. econ.,2019,"6,179,028","5,949,992","12129,02",22.432
2619,ESCAP: Pacific island dev. econ.,2020,"6,288,471","6,054,628","12,343,099",22.828
2620,ESCAP: SAARC,2001,"734,287,675","682535,32","1,416,822,995",296.93
2621,ESCAP: SAARC,2002,"747,687,242","694,956,802","1,442,644,044",302.341
2622,ESCAP: SAARC,2003,"761,011,106","707,313,317","1,468,324,423",307.723
2623,ESCAP: SAARC,2004,"774,177,254","719,580,592","1,493,757,846",313.053
2624,ESCAP: SAARC,2005,"787,123,242","731,738,304","1,518,861,546",318.314
2625,ESCAP: SAARC,2006,"799,833,027","743,777,659","1,543,610,686",323.501
2626,ESCAP: SAARC,2007,"812,311,741","755,691,434","1,568,003,175",328.613
2627,ESCAP: SAARC,2008,"824,546,672","767,464,143","1,592,010,815",333.645
2628,ESCAP: SAARC,2009,"836,530,392","779,079,795","1,615,610,187",338.59
2629,ESCAP: SAARC,2010,"848,264,325","790,528,602","1,638,792,927",343.449
2630,ESCAP: SAARC,2011,"859,732,708","801799,45","1,661,532,158",348.214
2631,ESCAP: SAARC,2012,"870,950,799","812,897,252","1,683,848,051",352.891
2632,ESCAP: SAARC,2013,"881,990,653","823,848,945","1,705,839,598",357.5
2633,ESCAP: SAARC,2014,"892,949,656","834,692,878","1,727,642,534",362.07
2634,ESCAP: SAARC,2015,"903,898,356","845,456,735","1,749,355,091",366.62
2635,ESCAP: SAARC,2016,"914,857,904","856,147,699","1,771,005,603",371.157
2636,ESCAP: SAARC,2017,"925,810,088","866,757,104","1,792,567,192",375.676
2637,ESCAP: SAARC,2018,"936,736,308","877277,47","1,814,013,778",380.171
2638,ESCAP: SAARC,2019,"947,602,141","887,695,362","1,835,297,503",384.631
2639,ESCAP: SAARC,2020,"958,377,151","897,999,501","1,856,376,652",389.049
2640,ESCAP: WB High income econ.,2001,"104,199,466","106,534,452","210,733,918",24.976
2641,ESCAP: WB High income econ.,2002,"104,556,994","107,002,113","211,559,107",25.074
2642,ESCAP: WB High income econ.,2003,"104,892,173","107,448,324","212,340,497",25.167
2643,ESCAP: WB High income econ.,2004,"105,233,626","107,890,981","213,124,607",25.259
2644,ESCAP: WB High income econ.,2005,"105,601,542","108,342,807","213,944,349",25.357
2645,ESCAP: WB High income econ.,2006,"106,002,374","108,806,763","214,809,137",25.459
2646,ESCAP: WB High income econ.,2007,"106,428,375","109,277,948","215,706,323",25.565
2647,ESCAP: WB High income econ.,2008,"106,867,347","109,750,823","216618,17",25.674
2648,ESCAP: WB High income econ.,2009,"107,300,514","110216,59","217,517,104",25.78
2649,ESCAP: WB High income econ.,2010,"107,712,895","110,667,579","218,380,474",25.882
2650,ESCAP: WB High income econ.,2011,"108,101,861","111,103,232","219,205,093",25.98
2651,ESCAP: WB High income econ.,2012,"108,468,066","111,521,991","219,990,057",26.073
2652,ESCAP: WB High income econ.,2013,"108,803,858","111,913,756","220,717,614",26.159
2653,ESCAP: WB High income econ.,2014,"109,100,814","112,265,994","221,366,808",26.236
2654,ESCAP: WB High income econ.,2015,"109,352,848","112,569,731","221,922,579",26.302
2655,ESCAP: WB High income econ.,2016,"109,556,144","112820,7","222,376,844",26.356
2656,ESCAP: WB High income econ.,2017,"109,711,259","113,020,619","222,731,878",26.398
2657,ESCAP: WB High income econ.,2018,"109821,92","113,174,074","222,995,994",26.429
2658,ESCAP: WB High income econ.,2019,"109,894,676","113,288,762","223,183,438",26.452
2659,ESCAP: WB High income econ.,2020,"109,934,666","113,370,814","223305,48",26.466
2660,ESCAP: WB Low income econ.,2001,"34,500,207","34586,88","69,087,087",75.372
2661,ESCAP: WB Low income econ.,2002,"35,307,119","35,358,733","70,665,852",77.094
2662,ESCAP: WB Low income econ.,2003,"36,156,695","36147,49","72,304,185",78.881
2663,ESCAP: WB Low income econ.,2004,"36,972,029","36,906,737","73,878,766",80.599
2664,ESCAP: WB Low income econ.,2005,"37,697,964","37,604,977","75,302,941",82.153
2665,ESCAP: WB Low income econ.,2006,"38,324,185","38,230,426","76,554,611",83.518
2666,ESCAP: WB Low income econ.,2007,"38,871,834","38,799,624","77,671,458",84.737
2667,ESCAP: WB Low income econ.,2008,"39,355,509","39,343,496","78,699,005",85.858
2668,ESCAP: WB Low income econ.,2009,"39,800,118","39,906,559","79,706,677",86.957
2669,ESCAP: WB Low income econ.,2010,"40,226,984","40,520,574","80,747,558",88.093
2670,ESCAP: WB Low income econ.,2011,"40,636,595","41,195,428","81,832,023",89.276
2671,ESCAP: WB Low income econ.,2012,"41,031,134","41,920,042","82,951,176",90.497
2672,ESCAP: WB Low income econ.,2013,"41,436,384","42,679,503","84,115,887",91.767
2673,ESCAP: WB Low income econ.,2014,"41,884,435","43,450,144","85,334,579",93.097
2674,ESCAP: WB Low income econ.,2015,"42,398,379","44,214,089","86,612,468",94.491
2675,ESCAP: WB Low income econ.,2016,"42,986,295","44,967,828","87,954,123",95.955
2676,ESCAP: WB Low income econ.,2017,"43,643,211","45,715,398","89,358,609",97.487
2677,ESCAP: WB Low income econ.,2018,"44361,99","46455,25","90817,24",99.078
2678,ESCAP: WB Low income econ.,2019,"45,129,442","47,187,188","92316,63",100.714
2679,ESCAP: WB Low income econ.,2020,"45,933,079","47,910,885","93,843,964",102.38
2680,ESCAP: WB Lower middle income econ.,2001,"954,736,889","905,544,666","1,860,281,555",180.476
2681,ESCAP: WB Lower middle income econ.,2002,"970,858,689","920,702,497","1,891,561,186",183.51
2682,ESCAP: WB Lower middle income econ.,2003,"986,851,562","935,733,418","1922584,98",186.52
2683,ESCAP: WB Lower middle income econ.,2004,"1,002,732,859","950,660,738","1,953,393,597",189.509
2684,ESCAP: WB Lower middle income econ.,2005,"1,018,513,044","965,501,916","1984014,96",192.48
2685,ESCAP: WB Lower middle income econ.,2006,"1,034,189,086","980,252,964","2014442,05",195.432
2686,ESCAP: WB Lower middle income econ.,2007,"1,049,745,501","994,905,344","2,044,650,845",198.363
2687,ESCAP: WB Lower middle income econ.,2008,"1,065,167,166","1,009,466,637","2,074,633,803",201.271
2688,ESCAP: WB Lower middle income econ.,2009,"1,080,434,766","1,023,946,902","2,104,381,668",204.157
2689,ESCAP: WB Lower middle income econ.,2010,"1,095,534,546","1,038,351,494","2133886,04",207.02
2690,ESCAP: WB Lower middle income econ.,2011,"1110455,98","1,052,682,145","2,163,138,125",209.858
2691,ESCAP: WB Lower middle income econ.,2012,"1,125,200,807","1,066,931,477","2,192,132,284",212.67
2692,ESCAP: WB Lower middle income econ.,2013,"1,139,781,988","1,081,084,223","2,220,866,211",215.458
2693,ESCAP: WB Lower middle income econ.,2014,"1,154,219,639","1,095,119,603","2,249,339,242",218.22
2694,ESCAP: WB Lower middle income econ.,2015,"1168526,55","1,109,020,978","2,277,547,528",220.957
2695,ESCAP: WB Lower middle income econ.,2016,"1,182,701,601","1,122,779,415","2,305,481,016",223.667
2696,ESCAP: WB Lower middle income econ.,2017,"1,196,733,046","1,136,392,602","2,333,125,648",226.349
2697,ESCAP: WB Lower middle income econ.,2018,"1,210,609,893","1,149,858,758","2,360,468,651",229.002
2698,ESCAP: WB Lower middle income econ.,2019,"1,224,316,923","1,163,178,302","2,387,495,225",231.624
2699,ESCAP: WB Lower middle income econ.,2020,"1237839,68","1176349,52","2414189,2",234.213
2700,ESCAP: WB Upper middle income econ.,2001,"859,814,655","836,243,054","1,696,057,709",52.438
2701,ESCAP: WB Upper middle income econ.,2002,"865,290,303","841,357,264","1,706,647,567",52.766
2702,ESCAP: WB Upper middle income econ.,2003,"870,662,643","846,330,207","1716992,85",53.085
2703,ESCAP: WB Upper middle income econ.,2004,"875,962,903","851,251,726","1,727,214,629",53.402
2704,ESCAP: WB Upper middle income econ.,2005,"881,219,934","856,193,209","1,737,413,143",53.717
2705,ESCAP: WB Upper middle income econ.,2006,"886,441,882","861,177,226","1,747,619,108",54.032
2706,ESCAP: WB Upper middle income econ.,2007,"891648,11","866,211,248","1,757,859,358",54.349
2707,ESCAP: WB Upper middle income econ.,2008,"896,887,932","871,330,406","1,768,218,338",54.669
2708,ESCAP: WB Upper middle income econ.,2009,"902,219,481","876,568,445","1,778,787,926",54.996
2709,ESCAP: WB Upper middle income econ.,2010,"907,677,015","881,942,944","1,789,619,959",55.331
2710,ESCAP: WB Upper middle income econ.,2011,"913,266,677","887,458,168","1,800,724,845",55.674
2711,ESCAP: WB Upper middle income econ.,2012,"918955,33","893,091,317","1,812,046,647",56.024
2712,ESCAP: WB Upper middle income econ.,2013,"924,684,707","898,793,901","1,823,478,608",56.378
2713,ESCAP: WB Upper middle income econ.,2014,"930,373,432","904,498,662","1,834,872,094",56.73
2714,ESCAP: WB Upper middle income econ.,2015,"935947,48","910,142,326","1,846,089,806",57.077
2715,ESCAP: WB Upper middle income econ.,2016,"941,394,017","915,713,628","1,857,107,645",57.418
2716,ESCAP: WB Upper middle income econ.,2017,"946,683,686","921,181,441","1,867,865,127",57.75
2717,ESCAP: WB Upper middle income econ.,2018,"951,705,918","926438,17","1,878,144,088",58.068
2718,ESCAP: WB Upper middle income econ.,2019,"956325,88","931,351,616","1,887,677,496",58.363
2719,ESCAP: WB Upper middle income econ.,2020,"960,447,365","935826,37","1,896,273,735",58.628
2720,ESCAP: WB income groups,2001,"1,953,251,217","1,882,909,052","3,836,160,269",73.764
2721,ESCAP: WB income groups,2002,"1,976,013,105","1,904,420,607","3,880,433,712",74.616
2722,ESCAP: WB income groups,2003,"1,998,563,073","1,925,659,439","3,924,222,512",75.458
2723,ESCAP: WB income groups,2004,"2,020,901,417","1,946,710,182","3,967,611,599",76.292
2724,ESCAP: WB income groups,2005,"2,043,032,484","1,967,642,909","4,010,675,393",77.12
2725,ESCAP: WB income groups,2006,"2,064,957,527","1,988,467,379","4,053,424,906",77.942
2726,ESCAP: WB income groups,2007,"2086693,82","2,009,194,164","4,095,887,984",78.759
2727,ESCAP: WB income groups,2008,"2,108,277,954","2,029,891,362","4,138,169,316",79.572
2728,ESCAP: WB income groups,2009,"2,129,754,879","2,050,638,496","4,180,393,375",80.384
2729,ESCAP: WB income groups,2010,"2151151,44","2,071,482,591","4,222,634,031",81.196
2730,ESCAP: WB income groups,2011,"2,172,461,113","2,092,438,973","4,264,900,086",82.008
2731,ESCAP: WB income groups,2012,"2,193,655,337","2,113,464,827","4,307,120,164",82.82
2732,ESCAP: WB income groups,2013,"2,214,706,937","2,134,471,383","4349178,32",83.629
2733,ESCAP: WB income groups,2014,"2235578,32","2,155,334,403","4,390,912,723",84.432
2734,ESCAP: WB income groups,2015,"2,256,225,257","2,175,947,124","4,432,172,381",85.225
2735,ESCAP: WB income groups,2016,"2,276,638,057","2,196,281,571","4,472,919,628",86.008
2736,ESCAP: WB income groups,2017,"2,296,771,202","2216310,06","4,513,081,262",86.781
2737,ESCAP: WB income groups,2018,"2,316,499,721","2,235,926,252","4,552,425,973",87.537
2738,ESCAP: WB income groups,2019,"2,335,666,921","2,255,005,868","4,590,672,789",88.273
2739,ESCAP: WB income groups,2020,"2354154,79","2,273,457,589","4,627,612,379",88.983
2740,ESCAP: high HDI,2001,"103,956,765","106,300,506","210,257,271",24.985
2741,ESCAP: high HDI,2002,"104,310,468","106,764,079","211,074,547",25.082
2742,ESCAP: high HDI,2003,"104,642,012","107,206,537","211,848,549",25.174
2743,ESCAP: high HDI,2004,"104,980,071","107,645,754","212,625,825",25.266
2744,ESCAP: high HDI,2005,"105,344,851","108,094,429","213439,28",25.363
2745,ESCAP: high HDI,2006,"105742,84","108,555,539","214,298,379",25.465
2746,ESCAP: high HDI,2007,"106,166,266","109,024,162","215,190,428",25.571
2747,ESCAP: high HDI,2008,"106602,87","109494,66","216097,53",25.679
2748,ESCAP: high HDI,2009,"107,033,741","109958,08","216,991,821",25.785
2749,ESCAP: high HDI,2010,"107,443,839","110,406,648","217,850,487",25.887
2750,ESCAP: high HDI,2011,"107,830,502","110,839,754","218,670,256",25.984
2751,ESCAP: high HDI,2012,"108,194,406","111,255,863","219,450,269",26.077
2752,ESCAP: high HDI,2013,"108,527,911","111,644,924","220,172,835",26.163
2753,ESCAP: high HDI,2014,"108,822,596","111,994,478","220,817,074",26.24
2754,ESCAP: high HDI,2015,"109,072,405","112,295,619","221,368,024",26.305
2755,ESCAP: high HDI,2016,"109,273,521","112,544,083","221,817,604",26.358
2756,ESCAP: high HDI,2017,"109,426,472","112,741,562","222,168,034",26.4
2757,ESCAP: high HDI,2018,"109,535,019","112,892,638","222,427,657",26.431
2758,ESCAP: high HDI,2019,"109605,67","113,004,962","222,610,632",26.453
2759,ESCAP: high HDI,2020,"109,643,588","113,084,663","222,728,251",26.467
2760,ESCAP: high income,2001,"104,041,267","106,379,184","210,420,451",24.951
2761,ESCAP: high income,2002,"104,396,673","106,844,944","211,241,617",25.049
2762,ESCAP: high income,2003,"104,729,976","107289,87","212,019,846",25.141
2763,ESCAP: high income,2004,"105069,81","107,731,656","212,801,466",25.234
2764,ESCAP: high income,2005,"105436,34","108,182,834","213,619,174",25.331
2765,ESCAP: high income,2006,"105,836,042","108,646,375","214,482,417",25.433
2766,ESCAP: high income,2007,"106,261,161","109,117,384","215,378,545",25.539
2767,ESCAP: high income,2008,"106699,44","109,590,165","216,289,605",25.647
2768,ESCAP: high income,2009,"107,131,977","110,055,732","217,187,709",25.754
2769,ESCAP: high income,2010,"107,543,736","110,506,309","218,050,045",25.856
2770,ESCAP: high income,2011,"107,932,062","110,941,247","218,873,309",25.954
2771,ESCAP: high income,2012,"108,297,617","111,359,003","219656,62",26.046
2772,ESCAP: high income,2013,"108,632,719","111,749,569","220,382,288",26.132
2773,ESCAP: high income,2014,"108,928,943","112,100,562","221,029,505",26.209
2774,ESCAP: high income,2015,"109,180,196","112,403,111","221,583,307",26.275
2775,ESCAP: high income,2016,"109,382,644","112,652,963","222,035,607",26.329
2776,ESCAP: high income,2017,"109,536,826","112,851,814","222388,64",26.37
2777,ESCAP: high income,2018,"109,646,528","113,004,226","222,650,754",26.401
2778,ESCAP: high income,2019,"109,718,304","113,117,872","222,836,176",26.423
2779,ESCAP: high income,2020,"109,757,335","113198,85","222,956,185",26.438
2780,ESCAP: income groups,2001,"1,953,261,384","1,882,918,745","3,836,180,129",73.764
2781,ESCAP: income groups,2002,"1,976,023,376","1,904,430,405","3,880,453,781",74.615
2782,ESCAP: income groups,2003,"1,998,573,482","1,925,669,387","3,924,242,869",75.457
2783,ESCAP: income groups,2004,"2,020,911,938","1,946,720,266","3,967,632,204",76.292
2784,ESCAP: income groups,2005,"2,043,043,058","1,967,653,093","4,010,696,151",77.12
2785,ESCAP: income groups,2006,"2,064,968,073","1,988,477,594","4,053,445,667",77.942
2786,ESCAP: income groups,2007,"2,086,704,259","2,009,204,366","4,095,908,625",78.758
2787,ESCAP: income groups,2008,"2,108,288,234","2,029,901,523","4,138,189,757",79.571
2788,ESCAP: income groups,2009,"2,129,765,009","2050648,59","4,180,413,599",80.383
2789,ESCAP: income groups,2010,"2,151,161,422","2,071,492,623","4,222,654,045",81.195
2790,ESCAP: income groups,2011,"2,172,470,972","2,092,448,932","4,264,919,904",82.008
2791,ESCAP: income groups,2012,"2,193,665,069","2113474,71","4,307,139,779",82.82
2792,ESCAP: income groups,2013,"2,214,716,555","2,134,481,205","4349197,76",83.629
2793,ESCAP: income groups,2014,"2,235,587,858","2,155,344,157","4,390,932,015",84.431
2794,ESCAP: income groups,2015,"2,256,234,728","2,175,956,844","4,432,191,572",85.224
2795,ESCAP: income groups,2016,"2,276,647,486","2,196,291,274","4472938,76",86.008
2796,ESCAP: income groups,2017,"2,296,780,604","2,216,319,775","4,513,100,379",86.78
2797,ESCAP: income groups,2018,"2,316,509,121","2,235,935,981","4,552,445,102",87.537
2798,ESCAP: income groups,2019,"2,335,676,321","2,255,015,629","4590691,95",88.272
2799,ESCAP: income groups,2020,"2,354,164,183","2,273,467,378","4,627,631,561",88.982
2800,ESCAP: low HDI,2001,"763,379,279","713,286,317","1,476,665,596",230.062
2801,ESCAP: low HDI,2002,"777,230,888","726,161,501","1,503,392,389",234.226
2802,ESCAP: low HDI,2003,"790,988,069","738,945,111","1529933,18",238.361
2803,ESCAP: low HDI,2004,"804,577,196","751,623,716","1,556,200,912",242.453
2804,ESCAP: low HDI,2005,"817,942,881","764,186,038","1,582,128,919",246.493
2805,ESCAP: low HDI,2006,"831069,16","776,623,987","1,607,693,147",250.476
2806,ESCAP: low HDI,2007,"843,961,835","788,930,634","1,632,892,469",254.402
2807,ESCAP: low HDI,2008,"856,616,757","801098,66","1,657,715,417",258.269
2808,ESCAP: low HDI,2009,"869,036,869","813,122,148","1,682,159,017",262.077
2809,ESCAP: low HDI,2010,"881,230,714","824,998,294","1,706,229,008",265.828
2810,ESCAP: low HDI,2011,"893,187,532","836,720,454","1,729,907,986",269.517
2811,ESCAP: low HDI,2012,"904920,01","848,292,174","1,753,212,184",273.147
2812,ESCAP: low HDI,2013,"916,490,038","859,734,244","1,776,224,282",276.733
2813,ESCAP: low HDI,2014,"927,980,251","871075,53","1,799,055,781",280.29
2814,ESCAP: low HDI,2015,"939,450,806","882,336,825","1,821,787,631",283.831
2815,ESCAP: low HDI,2016,"950,918,357","893,523,039","1,844,441,396",287.361
2816,ESCAP: low HDI,2017,"962,368,608","904,627,834","1,866,996,442",290.875
2817,ESCAP: low HDI,2018,"973,791,112","915,646,972","1,889,438,084",294.371
2818,ESCAP: low HDI,2019,"985,163,494","926,572,122","1,911,735,616",297.845
2819,ESCAP: low HDI,2020,"996,463,508","937,395,279","1,933,858,787",301.292
2820,ESCAP: low income,2001,"829,480,498","780,938,959","1,610,419,457",215.737
2821,ESCAP: low income,2002,"843,999,085","794,495,422","1,638,494,507",219.498
2822,ESCAP: low income,2003,"858407,35","807,936,819","1,666,344,169",223.229
2823,ESCAP: low income,2004,"872,651,535","821,264,423","1,693,915,958",226.923
2824,ESCAP: low income,2005,"886,691,499","834478,92","1,721,170,419",230.574
2825,ESCAP: low income,2006,"900517,78","847,576,509","1,748,094,289",234.181
2826,ESCAP: low income,2007,"914,136,215","860,552,294","1,774,688,509",237.743
2827,ESCAP: low income,2008,"927,543,129","873,405,496","1,800,948,625",241.261
2828,ESCAP: low income,2009,"940,739,228","886,136,657","1,826,875,885",244.734
2829,ESCAP: low income,2010,"953,730,695","898,747,168","1,852,477,863",248.164
2830,ESCAP: low income,2011,"966,506,721","911,232,791","1,877,739,512",251.548
2831,ESCAP: low income,2012,"979,079,445","923,595,436","1,902,674,881",254.889
2832,ESCAP: low income,2013,"991,506,396","935,850,112","1,927,356,508",258.195
2833,ESCAP: low income,2014,"1,003,864,472","948,017,036","1,951,881,508",261.481
2834,ESCAP: low income,2015,"1,016,208,013","960,109,401","1,976,317,414",264.754
2835,ESCAP: low income,2016,"1,028,552,219","972,130,613","2,000,682,832",268.018
2836,ESCAP: low income,2017,"1,040,878,723","984,072,065","2,024,950,788",271.269
2837,ESCAP: low income,2018,"1,053,165,526","995,919,898","2,049,085,424",274.502
2838,ESCAP: low income,2019,"1,065,375,937","1,007,654,092","2,073,030,029",277.71
2839,ESCAP: low income,2020,"1,077,477,105","1,019,258,003","2,096,735,108",280.886
2840,ESCAP: lower middle HDI,2001,"917,445,508","884,995,104","1,802,440,612",119.095
2841,ESCAP: lower middle HDI,2002,"925,076,988","892,157,033","1,817,234,021",120.072
2842,ESCAP: lower middle HDI,2003,"932,573,404","899,112,331","1,831,685,735",121.027
2843,ESCAP: lower middle HDI,2004,"939,993,873","905933,14","1,845,927,013",121.968
2844,ESCAP: lower middle HDI,2005,"947384,72","912,681,587","1,860,066,307",122.902
2845,ESCAP: lower middle HDI,2006,"954,761,618","919,369,292","1874130,91",123.832
2846,ESCAP: lower middle HDI,2007,"962,128,863","926,015,209","1,888,144,072",124.758
2847,ESCAP: lower middle HDI,2008,"969,504,055","932,694,806","1,902,198,861",125.686
2848,ESCAP: lower middle HDI,2009,"976,901,653","939497,26","1,916,398,913",126.625
2849,ESCAP: lower middle HDI,2010,"984,325,253","946,479,332","1,930,804,585",127.576
2850,ESCAP: lower middle HDI,2011,"991,774,829","953667,79","1,945,442,619",128.544
2851,ESCAP: lower middle HDI,2012,"999,229,462","961,028,381","1,960,257,843",129.523
2852,ESCAP: lower middle HDI,2013,"1,006,641,992","968,476,517","1,975,118,509",130.504
2853,ESCAP: lower middle HDI,2014,"1,013,949,419","975890,77","1,989,840,189",131.477
2854,ESCAP: lower middle HDI,2015,"1,021,095,304","983,172,289","2,004,267,593",132.43
2855,ESCAP: lower middle HDI,2016,"1028063,41","990,294,109","2,018,357,519",133.361
2856,ESCAP: lower middle HDI,2017,"1,034,831,225","997,247,801","2,032,079,026",134.268
2857,ESCAP: lower middle HDI,2018,"1,041,328,894","1003974,76","2,045,303,654",135.142
2858,ESCAP: lower middle HDI,2019,"1047473,76","1,010,411,519","2,057,885,279",135.973
2859,ESCAP: lower middle HDI,2020,"1,053,205,101","1,016,510,675","2,069,715,776",136.755
2860,ESCAP: lower middle income,2001,"233,668,649","233,202,012","466,870,661",71.392
2861,ESCAP: lower middle income,2002,"236802,42","236,306,879","473,109,299",72.346
2862,ESCAP: lower middle income,2003,"239,949,104","239,404,088","479,353,192",73.301
2863,ESCAP: lower middle income,2004,"243,082,997","242,480,346","485,563,343",74.25
2864,ESCAP: lower middle income,2005,"246,187,446","245528,85","491,716,296",75.191
2865,ESCAP: lower middle income,2006,"249,251,229","248542,18","497,793,409",76.121
2866,ESCAP: lower middle income,2007,"252,284,899","251,531,124","503,816,023",77.042
2867,ESCAP: lower middle income,2008,"255,319,123","254,528,767","509847,89",77.964
2868,ESCAP: lower middle income,2009,"258,396,764","257,579,493","515,976,257",78.901
2869,ESCAP: lower middle income,2010,"261,545,833","260,712,923","522,258,756",79.862
2870,ESCAP: lower middle income,2011,"264,776,115","263,939,825","528715,94",80.849
2871,ESCAP: lower middle income,2012,"268,069,454","267,244,183","535,313,637",81.858
2872,ESCAP: lower middle income,2013,"271,391,058","270,594,942","541986,0",82.878
2873,ESCAP: lower middle income,2014,"274,691,521","273,947,162","548,638,683",83.896
2874,ESCAP: lower middle income,2015,"277933,02","277,265,668","555,198,688",84.899
2875,ESCAP: lower middle income,2016,"281,102,954","280,539,887","561,642,841",85.884
2876,ESCAP: lower middle income,2017,"284,204,701","283,771,057","567,975,758",86.853
2877,ESCAP: lower middle income,2018,"287,235,963","286,949,954","574,185,917",87.802
2878,ESCAP: lower middle income,2019,"290199,09","290,069,186","580,268,276",88.732
2879,ESCAP: lower middle income,2020,"293,095,304","293122,65","586,217,954",89.642
2880,ESCAP: other Asia-Pacific countries/areas,2001,"67,465,511","62,347,724","129,813,235",33.447
2881,ESCAP: other Asia-Pacific countries/areas,2002,"69,191,549","63,728,556","132,920,105",34.248
2882,ESCAP: other Asia-Pacific countries/areas,2003,"71,058,911","65,141,559","136200,47",35.093
2883,ESCAP: other Asia-Pacific countries/areas,2004,"73,113,293","66,636,971","139,750,264",36.008
2884,ESCAP: other Asia-Pacific countries/areas,2005,"75,377,387","68,247,595","143,624,982",37.006
2885,ESCAP: other Asia-Pacific countries/areas,2006,"77,876,468","69,986,574","147,863,042",38.098
2886,ESCAP: other Asia-Pacific countries/areas,2007,"80575,66","71,834,078","152,409,738",39.269
2887,ESCAP: other Asia-Pacific countries/areas,2008,"83,362,332","73,748,389","157,110,721",40.481
2888,ESCAP: other Asia-Pacific countries/areas,2009,"86,083,168","75,669,987","161,753,155",41.677
2889,ESCAP: other Asia-Pacific countries/areas,2010,"88,626,409","77,552,995","166,179,404",42.817
2890,ESCAP: other Asia-Pacific countries/areas,2011,"90,952,794","79,393,441","170,346,235",43.891
2891,ESCAP: other Asia-Pacific countries/areas,2012,"93,088,852","81,197,135","174,285,987",44.906
2892,ESCAP: other Asia-Pacific countries/areas,2013,"95,070,482","82,940,407","178,010,889",45.866
2893,ESCAP: other Asia-Pacific countries/areas,2014,"96,961,453","84,597,198","181,558,651",46.78
2894,ESCAP: other Asia-Pacific countries/areas,2015,"98,811,908","86,154,607","184,966,515",47.658
2895,ESCAP: other Asia-Pacific countries/areas,2016,"100620,33","87,589,518","188,209,848",48.494
2896,ESCAP: other Asia-Pacific countries/areas,2017,"102,377,413","88,919,109","191,296,522",49.289
2897,ESCAP: other Asia-Pacific countries/areas,2018,"104,117,114","90,220,516","194337,63",50.072
2898,ESCAP: other Asia-Pacific countries/areas,2019,"105,881,234","91,599,816","197481,05",50.882
2899,ESCAP: other Asia-Pacific countries/areas,2020,"107,697,966","93,130,167","200,828,133",51.745
2900,ESCAP: upper middle HDI,2001,"168,479,832","178,336,818","346816,65",15.737
2901,ESCAP: upper middle HDI,2002,"169,405,032","179,347,792","348,752,824",15.825
2902,ESCAP: upper middle HDI,2003,"170,369,997","180,405,408","350,775,405",15.917
2903,ESCAP: upper middle HDI,2004,"171,360,798","181,517,656","352,878,454",16.013
2904,ESCAP: upper middle HDI,2005,"172,370,606","182,691,039","355,061,645",16.112
2905,ESCAP: upper middle HDI,2006,"173,394,455","183,928,776","357,323,231",16.214
2906,ESCAP: upper middle HDI,2007,"174,447,295","185,234,361","359,681,656",16.321
2907,ESCAP: upper middle HDI,2008,"175,564,552","186,613,397","362,177,949",16.435
2908,ESCAP: upper middle HDI,2009,"176,792,746","188,071,102","364,863,848",16.556
2909,ESCAP: upper middle HDI,2010,"178,161,616","189,608,349","367,769,965",16.688
2910,ESCAP: upper middle HDI,2011,"179,678,109","191,220,934","370,899,043",16.83
2911,ESCAP: upper middle HDI,2012,"181,321,191","192,898,292","374,219,483",16.981
2912,ESCAP: upper middle HDI,2013,"183,056,614","194625,52","377,682,134",17.138
2913,ESCAP: upper middle HDI,2014,"184,835,592","196,383,379","381,218,971",17.299
2914,ESCAP: upper middle HDI,2015,"186,616,213","198,152,111","384,768,324",17.46
2915,ESCAP: upper middle HDI,2016,"188,392,198","199,930,043","388,322,241",17.621
2916,ESCAP: upper middle HDI,2017,"190,154,299","201,702,578","391,856,877",17.781
2917,ESCAP: upper middle HDI,2018,"191,854,096","203,421,611","395,275,707",17.936
2918,ESCAP: upper middle HDI,2019,"193,433,397","205,027,026","398,460,423",18.081
2919,ESCAP: upper middle HDI,2020,"194,851,986","206,476,761","401,328,747",18.211
2920,ESCAP: upper middle income,2001,"786070,97","762398,59","1548469,56",52.369
2921,ESCAP: upper middle income,2002,"790,825,198","766783,16","1,557,608,358",52.678
2922,ESCAP: upper middle income,2003,"795,487,052","771038,61","1,566,525,662",52.979
2923,ESCAP: upper middle income,2004,"800,107,596","775,243,841","1,575,351,437",53.278
2924,ESCAP: upper middle income,2005,"804,727,773","779,462,489","1,584,190,262",53.577
2925,ESCAP: upper middle income,2006,"809,363,022","783712,53","1,593,075,552",53.877
2926,ESCAP: upper middle income,2007,"814,021,984","788,003,564","1,602,025,548",54.18
2927,ESCAP: upper middle income,2008,"818,726,542","792,377,095","1,611,103,637",54.487
2928,ESCAP: upper middle income,2009,"823497,04","796,876,708","1,620,373,748",54.801
2929,ESCAP: upper middle income,2010,"828,341,158","801,526,223","1,629,867,381",55.122
2930,ESCAP: upper middle income,2011,"833,256,074","806,335,069","1,639,591,143",55.45
